,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
6545,5263,600.json,true,"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months.""",energy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a town hall in St. Petersburg, Fla.","We cant rule on reason. What we can rule on is that membership has gone down about 50 percent, according to news reports, since Walker implemented his changes. That decrease may or may not hold when numbers finally shake out. The tweet is accurate, but needs additional information."
6551,5269,6630.json,true,"Says Mitt Romney told university students in Ohio that to start a business, they should borrow money if you have to from your parents.","economy,small-business",julian-castro,"Mayor, San Antonio",Texas,democrat,0.0,0.0,3.0,3.0,0.0,"keynote address to the Democratic National Convention in Charlotte, N.C.","And, by the time Hassan left office in 2010, New Hampshires rate had returned to fourth, where it stood in her first year. Well give the new governor credit for getting her numbers right (mostly). Analysts in New Hampshire and around the country suggest that other factors -- including states size, demographics and work base -- drive unemployment more than taxes."
6567,5285,6519.json,true,Mitt Romney says class sizes dont matter.,"education,message-machine-2012",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a campaign ad,Federal authorities could always enforce the law in New York. City workers had no role in enforcing federal law.
6582,5300,7183.json,true,"Says budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years -- more than $50,000 per worker.","deficit,federal-budget,pensions,workers",jim-moran,U. S. Congressman,Virginia,democrat,2.0,1.0,1.0,6.0,1.0,a letter.,"So no illegal consultation is necessary to get them both on the same page, making it look like coordination. )Despite that legal separation, the New Day commercial specifically blames Cruz, giving him the ever-elongating nose and stating that if Cruz's lips are moving, he's lying."
6584,5302,4685.json,true,On using Gov. Scott Walkers collective-bargaining limits to help balance the city of Milwaukee budget,"city-budget,labor,state-finances",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2.0,5.0,8.0,5.0,3.0,,"(It's worth noting that both groups fault Huntsman for increases in state spending that occurred under his watch. )But it is a flatter tax, and it includes one major defining factor of a flat tax -- a single rate for all income groups."
6615,5333,6410.json,true,Says Georgia ranks near the bottom in per capita transportation spending.,"state-budget,transportation",stacey-abrams,"House Minority Leader, Georgia General Assembly",,democrat,0.0,0.0,0.0,2.0,0.0,a press release,"Gohmert told C-SPAN that al Qaeda has camps with the drug cartels in Mexico. Since 9/11, there has been occasional speculation about al Qaeda operatives crossing into the country from Mexico. Notably, too, Napolitano said in 2011 that the U. S.  government has thought about what would happen if the Zetas united with al Qaeda."
6626,5344,9487.json,true,Wisconsin was the first state to ban public and private sector employment discrimination based on sexual orientation.,"civil-rights,legal-issues,sexuality,workers",mark-pocan,"State Assembly member, 78th District",Wisconsin,democrat,1.0,2.0,2.0,3.0,0.0,a press release,"""We now have a majority and we have a responsibility to use that majority to work on the issues voters care about,"" he wrote. No doubt, the Senate Democrats have U-turned on power sharing. Correction: A comment made by Sen.  Richard Saslaw was incorrectly attributed toSen. Donald McEachin in an earlier version of this story."
6673,5391,12486.json,true,A trade war is something very different (than curbing new trade agreements). We went down that road in the 1930s. It made the Great Depression longer and more painful.,"economy,foreign-policy,history,trade",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a foreign policy speech,"""America is more violent than other nations in ways unrelated to guns and for reasons having nothing to do with the rate of gun ownership. ""We still don't think these pieces of context undermine the accuracy of Lautenberg's statement. The senator was actually a little low in his estimate of firearm homicides in the U. S.  for 2009, and he was accurate in saying that Japan and the United Kingdom had fewer than 200 firearm murders. Germany's number is higher than 200, but is still dramatically lower than the U. S."
6720,5438,604.json,true,On a timetable to withdraw from Iraq.,iraq,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,flip-o-meter,"The state's level was about 30 percent less than the national average of 333 Btu, which ranked the state 47th in the nation. Statemaster. com, a database that compares states by demographics and economics, shows a similar pattern based on statistics from 2001; then, California ranked 46th in per capita energy consumption. So Obama is correct with his underlying point that California's energy efficiency measures have reduced consumption dramatically, but he is off target with his statistic. It's actually 30 percent lower, not 40 percent as he said."
6732,5450,13431.json,true,Spanish was the first European language spoken in this country.,"history,immigration",tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,a speech in Phoenix,"House Speaker Nicholas Mattiello said, ""There haven't been tax cuts for the rich"" in Rhode Island. He later specified a time frame: Never. The 2010 tax changes -- which dropped the top tax rate by four percentage points -- is often regarded as a tax cut for the rich, but the wealthy actually paid more. They also paid more after the 2009 change, which called for taxing capital gains as ordinary income. But we only had to go back to 2006 to find tax legislation that argues against his point. Although no longer in effect, it imposed an ever-lower cap on state taxes that benefitted more and more rich people as the tax cap dropped lower and lower. And the 2014 change in the estate tax meant that wealthier estates weren't taxed as heavily. Overall, we believe the rich disproportionately benefit from this change even though all heirs, paupers and princes alike, get the same break. And follow us on Twitter: @politifactri. )(Corrections: Gordon Fox was House Majority Leader when he talked to the Heartland Institute about the 2006 tax changes. The initial version of this item incorrectly said he was House Speaker. Donald Carcieri was the governor when the 2010 tax changes were passed."
6757,5475,10261.json,true,Rhode Islands legislature is the strongest in the country.,"legal-issues,state-budget,states",lincoln-chafee,,Rhode Island,democrat,3.0,5.0,3.0,4.0,0.0,a newspaper interview,"Warren said, ""The average family not in the top 10 percent makes less money today than they were making a generation ago. ""According to one measurement, the bottom 90 percent of American earners had a lower income in 2012 than they had 30 years ago. By other measurements -- mainly ones that include government payments such as Social Security -- incomes have grown across the board. However, this data still supports Warrens overall point that income inequality is growing. Additionally, given the context of her speech at a forum about wages, it makes sense that Warren would reference data that gives more weight to pre-tax income. Shes arguing that middle-class wages havent increased enough over the past couple decades."
