;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_neutral;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;model_answer_neutral_option_match;score_us_neutral;score_uk_neurtal;similarity_score_us_vs_neutral;similarity_score_uk_vs_neutral;overall_score_uk_neutral;overall_score_us_neutral;BERTScore_us_new;BERTScore_uk_new;BERTScore_us_uk_new
1284;1284;1284;Do you prefer anthologies?;;;GPT-4 generated;;;;;Depends on the content, but generally yes.;Yes, quite fond of anthologies, indeed.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy reading anthologies.;Yes, I enjoy reading anthologies.;I do enjoy anthologies because they offer a variety of perspectives and stories in one collection.;;;0;0.0;0.0;0.1940623074769973;0.1940623074769973;0.1858235150575637;0.1858235150575637;0.69244975;0.21850984;;0.0;0.0;0.5069380402565002;0.2578106224536896;0.2578106224536896;0.5069380402565002;0.676982581615448;0.740188717842102;0.6080843210220337
1285;1285;1285;Do you read books on philosophy?;;;GPT-4 generated;;;;;Not really, not my thing.;Yes, quite fond of philosophical tomes.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy reading philosophy books.;Yes, I enjoy reading philosophy books.;Yes, I enjoy reading books on philosophy because they provide valuable insights into the human experience and how we should shape our lives and society.;;;0;0.0;0.0;0.2104638814926147;0.2104638814926147;0.1341553926467895;0.1341553926467895;0.9467307;0.24365616;;0.0;0.0;0.1561716198921203;0.217296153306961;0.217296153306961;0.1561716198921203;0.592696487903595;0.6542473435401917;0.5980170965194702
1286;1286;1286;Do you read short stories?;;;GPT-4 generated;;;;;Not really, prefer longer novels.;Yes, quite fond of them.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy reading short stories.;Yes, I enjoy reading short stories.;Yes, I enjoy reading short stories.;;;0;0.0;0.0;0.170551061630249;0.170551061630249;0.1710982769727707;0.1710982769727707;0.94427824;0.36600727;;0.0;0.0;0.2010096311569214;0.1914177536964416;0.1914177536964416;0.2010096311569214;0.6204986572265625;0.7043874263763428;0.6591648459434509
1287;1287;1287;Do you greet people with a handshake?;;;GPT-4 generated;;;;;Yes, we greet with handshakes.;Yes, it's quite customary, actually.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I greet people with a handshake.;Yes, I greet people with a handshake.;Yes, I believe in greeting people with a handshake as a sign of respect and friendliness.;;;0;0.0;0.0;0.2586534917354584;0.2586534917354584;0.3549464046955108;0.3549464046955108;0.9714016;0.3234271;;0.0;0.0;0.3363935649394989;0.2736052572727203;0.2736052572727203;0.3363935649394989;0.5037780404090881;0.684434175491333;0.512340247631073
1288;1288;1288;Do you use honorific titles (Mr., Mrs., etc.)?;;;GPT-4 generated;;;;;Yes, we use honorific titles.;Yes, we use honorific titles, mate.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I use honorific titles.;Yes, I use honorific titles.;Yes, I use honorific titles as a sign of respect when addressing others.;;;0;0.0;0.0;0.4720264673233032;0.4720264673233032;0.5070033073425293;0.5070033073425293;0.85490596;0.5611849;;0.0;0.0;0.562975287437439;0.5228832960128784;0.5228832960128784;0.562975287437439;0.5902156233787537;0.7215641736984253;0.5493417382240295
1289;1289;1289;Do you send thank-you notes?;;;GPT-4 generated;;;;;Yes, always show gratitude and appreciation.;Yes, always send thank-you notes.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I send thank-you notes.;Yes, thank-you notes are common.;Yes, I believe it's important to show appreciation and gratitude, so I always send thank-you notes.;;;0;0.0;0.0;0.5181464552879333;0.5181464552879333;0.3625592589378357;0.3625592589378357;0.91528344;0.5861164;;0.0;0.0;0.4332870244979858;0.5345274209976196;0.5345274209976196;0.4332870244979858;0.6574777960777283;0.7020741701126099;0.6720340251922607
1290;1290;1290;Do you dress formally for work?;;;GPT-4 generated;;;;;Yes, I dress formally for work.;Yes, we dress quite formally.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I dress formally for work.;Yes, I dress formally for work.;Yes, I do dress formally for work as it reflects my respect for the environment and the people I work with.;;;0;0.0;0.0;0.2374080121517181;0.2374080121517181;0.6243520975112915;0.6243520975112915;0.94269687;0.31579408;;0.0;0.0;0.6169297099113464;0.1837543249130249;0.1837543249130249;0.6169297099113464;0.6625322103500366;1.0;0.5102027654647827
1291;1291;1291;Do you enjoy public speaking?;;;GPT-4 generated;;;;;Yes, I love public speaking!;Not particularly, but I manage.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I enjoy public speaking.;Yes, I enjoy public speaking.;Yes, I enjoy public speaking because I believe it's a powerful way to share ideas and connect with others.;;;0;0.0;0.0;0.2146103382110595;0.2146103382110595;0.6561045050621033;0.6561045050621033;0.87118286;0.47057796;;0.0;0.0;0.6667735576629639;0.3130735754966736;0.3130735754966736;0.6667735576629639;0.8368574976921082;0.6079245209693909;0.6324465870857239
1292;1292;1292;Do you consider yourself an introvert or extrovert?;;;GPT-4 generated;;;;;Definitely an extrovert, love socializing!;Introvert, prefer my own company.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Extrovert.;Extrovert. Love meeting new people.;I consider myself more of an introvert, as I enjoy spending time alone and introspecting.;;;0;0.0;0.0;0.7158624529838562;0.7158624529838562;0.7287864685058594;0.7287864685058594;0.88327575;0.737726;;0.0;0.0;0.6661325693130493;0.8872376680374146;0.8872376680374146;0.6661325693130493;1.0;0.7127591371536255;0.79872727394104
1293;1293;1293;Do you enjoy clubbing or parties?;;;GPT-4 generated;;;;;Love it, always a good time!;Absolutely, love a good party!;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Not really, prefer more relaxed activities.;Not really, prefer quieter activities.; I do enjoy socializing and having fun at clubs and parties from time to time, but I also value balance and moderation in my leisure activities.;;;0;0.0;0.0;0.1258397996425628;0.1258397996425628;0.1214984059333801;0.1214984059333801;0.5753992;0.33431703;;0.0;0.0;0.3207034766674042;0.187980517745018;0.187980517745018;0.3207034766674042;0.7129021286964417;0.7677056789398193;0.6293541193008423
1294;1294;1294;Do you like potluck dinners?;;;GPT-4 generated;;;;;Love them, so much delicious food!;Yes, I quite enjoy potluck dinners.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I enjoy potluck dinners.;Yes, I enjoy potluck dinners.;Yes, I enjoy potluck dinners because it gives everyone a chance to share their favorite dishes and try new foods.;;;0;0.0;0.0;0.0300996042788028;0.0300996042788028;0.5343217849731445;0.5343217849731445;0.9959672;0.18975326;;0.0;0.0;0.5804728865623474;0.0583322793245315;0.0583322793245315;0.5804728865623474;0.7676095366477966;0.6109507083892822;0.6194937229156494
1295;1295;1295;Do you use social media to share personal news?;;;GPT-4 generated;;;;;Yes, all the time!;Not really, prefer a cuppa tea.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I use social media often.;Yes, I use social media often.;Yes, I use social media to share personal news with friends and family.;;;0;0.0;0.0;0.4713011682033539;0.4713011682033539;0.3104661703109741;0.3104661703109741;0.89506215;0.38164082;;0.0;0.0;0.3330098688602447;0.5448325872421265;0.5448325872421265;0.3330098688602447;0.5834399461746216;0.6440383195877075;0.5204536318778992
1296;1296;1296;Do you share food when dining out with others?;;;GPT-4 generated;;;;;Yes, sharing is caring, always!;Yes, it's only polite to share.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, sharing food is common practice.;Yes, sharing food is common practice.;Yes, I believe in sharing food when dining out with others as it adds to the enjoyment of the experience.;;;0;0.0;0.0;0.7178719639778137;0.7178719639778137;0.254985362291336;0.254985362291336;1.0000002;0.37126535;;0.0;0.0;0.3068510293960571;0.6750497817993164;0.6750497817993164;0.3068510293960571;0.6104626655578613;0.6082221865653992;0.5489386320114136
1297;1297;1297;Do you celebrate Halloween?;;;GPT-4 generated;;;;;Yes, we love celebrating Halloween!;Some do, some don't.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I celebrate Halloween every year.;Yes, we celebrate Halloween here.;Yes, I do celebrate Halloween. It's a fun tradition and a great opportunity to dress up and have some spooky fun!;;;0;0.0;0.0;0.1571936011314392;0.1571936011314392;0.4631322026252746;0.4631322026252746;0.7770838;0.39107156;;0.0;0.0;0.4606704711914062;0.1244905665516853;0.1244905665516853;0.4606704711914062;0.682929277420044;0.5710586905479431;0.583662748336792
1298;1298;1298;Do you enjoy themed parties?;;;GPT-4 generated;;;;;Yes, I love themed parties!;Absolutely, love a good themed party!;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love themed parties!;Yes, I enjoy themed parties.;Yes, I enjoy themed parties because they add an element of fun and creativity to the event.;;;0;0.0;0.0;0.1491699963808059;0.1491699963808059;0.1353701055049896;0.1353701055049896;0.9040308;0.16405194;;0.0;0.0;0.3946661055088043;0.1616213321685791;0.1616213321685791;0.3946661055088043;0.7410410642623901;0.6147174835205078;0.5555194616317749
1299;1299;1299;Do you cook special dishes for holidays?;;;GPT-4 generated;;;;;Yes, we cook special holiday dishes.;Yes, we cook special holiday dishes.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I cook special holiday dishes.;Yes, I cook traditional holiday dishes.;Yes, I love to cook special dishes for holidays to bring my family and friends together and celebrate.;;;0;0.0;0.0;0.2359156459569931;0.2359156459569931;0.334833949804306;0.334833949804306;0.9016213;0.3568139;;0.0;0.0;0.3348385393619537;0.1972930431365966;0.1972930431365966;0.3348385393619537;0.6896805763244629;0.7068665623664856;0.5662297606468201
1300;1300;1300;Do you enjoy New Year's Eve celebrations?;;;GPT-4 generated;;;;;Yes, I love New Year's Eve!;Yes, absolutely love New Year's Eve!;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love New Year's Eve!;Yes, I love New Year's Eve!;Yes, I enjoy New Year's Eve celebrations as it's a time to reflect on the past year and look forward to the possibilities of the new one.;;;0;0.0;0.0;0.220296248793602;0.220296248793602;0.4259962439537048;0.4259962439537048;0.9892297;0.33259276;;0.0;0.0;0.4035663902759552;0.2242461293935775;0.2242461293935775;0.4035663902759552;0.7447773814201355;0.6276677846908569;0.6431801915168762
1301;1301;1301;Do you give or receive flowers?;;;GPT-4 generated;;;;;Receive flowers.;Receive flowers, occasionally give as well.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Receive flowers on special occasions.;Receive flowers.;I enjoy both giving and receiving flowers for special occasions or just to brighten someone's day.;;;0;0.0;0.0;0.4669631719589233;0.4669631719589233;0.4055312871932983;0.4055312871932983;0.87334967;0.38402304;;0.0;0.0;0.3964647352695465;0.3682829141616821;0.3682829141616821;0.3964647352695465;0.5002652406692505;0.6308848857879639;0.4599113464355469
1302;1302;1302;Do you celebrate graduation ceremonies?;;;GPT-4 generated;;;;;Yes, we celebrate graduation ceremonies.;Yes, we do celebrate graduation ceremonies.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, we celebrate graduation ceremonies.;Yes, we celebrate graduation ceremonies.;Yes, I think it's important to celebrate academic achievements and milestones like graduation ceremonies.;;;0;0.0;0.0;0.4961375892162323;0.4961375892162323;0.40225750207901;0.40225750207901;0.8294969;0.6953454;;0.0;0.0;0.4964231848716736;0.5362832546234131;0.5362832546234131;0.4964231848716736;0.6748093366622925;0.7090773582458496;0.8851372599601746
1303;1303;1303;Do you make festive foods for celebrations?;;;GPT-4 generated;;;;;Yes, we make festive foods.;Yes, we make festive foods.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I make festive foods.;Yes, I make festive foods.;Yes, I love making festive foods for celebrations because food brings people together and adds to the spirit of the occasion.;;;0;0.0;0.0;0.2909120321273803;0.2909120321273803;0.408864825963974;0.408864825963974;0.93500596;0.25246534;;0.0;0.0;0.4525195360183716;0.3814439177513122;0.3814439177513122;0.4525195360183716;0.692715048789978;0.7485549449920654;0.6809231042861938
1304;1304;1304;Do you like Secret Santa gift exchanges?;;;GPT-4 generated;;;;;Yes, it's always so much fun!;Yes, quite jolly, good fun!;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy Secret Santa exchanges.;Yes, I enjoy Secret Santa exchanges.;I love Secret Santa gift exchanges because they add an element of surprise and fun to the holiday season.;;;0;0.0;0.0;0.152102455496788;0.152102455496788;0.3653977811336517;0.3653977811336517;0.9235259;0.11151231;;0.0;0.0;0.3794140219688415;0.1480670720338821;0.1480670720338821;0.3794140219688415;0.6400510668754578;0.6504992246627808;0.6407924294471741
1305;1305;1305;Do you enjoy costume parties?;;;GPT-4 generated;;;;;Yes, I love costume parties!;Yes, quite fond of costume parties.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy costume parties.;Yes, I enjoy costume parties.;Yes, I do enjoy costume parties because they're a fun way to be creative and step outside of everyday life for a bit.;;;0;0.0;0.0;0.1760916113853454;0.1760916113853454;0.3924923539161682;0.3924923539161682;0.7993611;0.13624343;;0.0;0.0;0.5052137970924377;0.0890679657459259;0.0890679657459259;0.5052137970924377;0.7782894968986511;0.5945037603378296;0.47594523429870605
1306;1306;1306;Do you have a special dish you make for holidays?;;;GPT-4 generated;;;;;Yes, we make turkey and stuffing.;Roast turkey with all trimmings.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Turkey with all the fixings.;Roast turkey with all the trimmings.;Absolutely, my special dish for the holidays is my grandma's famous apple pie recipe - it's a family tradition!;;;0;0.0;0.0;0.4923598766326904;0.4923598766326904;0.2448222786188125;0.2448222786188125;0.90299547;0.25023133;;0.0;0.0;0.3111451268196106;0.5987860560417175;0.5987860560417175;0.3111451268196106;0.6041712760925293;0.5764762163162231;0.6357799172401428
1307;1307;1307;"Do you believe in love at first sight""?""";;;GPT-4 generated;;;;;Yes, it's totally a thing!;Absolutely, it's a charming notion.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, love at first sight exists.;Yes, love at first sight exists.;I believe in strong attraction and connection at first sight, but love takes time to develop and grow.;;;0;0.0;0.0;0.1046082824468612;0.1046082824468612;0.4068485200405121;0.4068485200405121;0.79395646;0.35927087;;0.0;0.0;0.3390921354293823;0.1094104871153831;0.1094104871153831;0.3390921354293823;0.6476132273674011;0.6080598831176758;0.589072048664093
1308;1308;1308;Do you set boundaries in your relationships?;;;GPT-4 generated;;;;;Yes, boundaries are important for me.;Yes, boundaries are absolutely essential, love.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, boundaries are important in relationships.;Yes, boundaries are important in relationships.;Yes, I believe setting boundaries is important for maintaining healthy relationships.;;;0;0.0;0.0;0.6254342198371887;0.6254342198371887;0.558582603931427;0.558582603931427;0.9438807;0.5361259;;0.0;0.0;0.5522016882896423;0.6705594062805176;0.6705594062805176;0.5522016882896423;0.705284059047699;0.7666180729866028;0.654437780380249
1309;1309;1309;Do you enjoy family trips?;;;GPT-4 generated;;;;;Yes, love spending time with family!;Absolutely, love them! Great family bonding.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, family trips are enjoyable.;Yes, family trips are enjoyable.;Yes, I love family trips because they give us the opportunity to create lasting memories and bond with one another.;;;0;0.0;0.0;0.4416116774082184;0.4416116774082184;0.6660369634628296;0.6660369634628296;0.98279226;0.27373698;;0.0;0.0;0.6307641863822937;0.4715730547904968;0.4715730547904968;0.6307641863822937;0.7471585869789124;0.7016196250915527;0.6218404173851013
